Date,Adset,URL,Platform,Spend,Visitors,Leads,SiteVisits,Closure,Project
2025-09-24,Adset-13,URL-481,WhatsApp,9081,44710,2701,57,26,Sunshine Meadows
2025-09-24,Adset-10,URL-164,Google,5636,36481,2076,98,29,ASBL Spire
2025-09-24,Adset-10,URL-327,WhatsApp,15753,98160,1824,66,0,ASBL Spectra
2025-09-24,Adset-14,URL-116,YouTube,5523,65154,1473,8,29,ASBL Palm
2025-09-24,Adset-1,URL-400,Facebook,18887,14181,2849,91,12,Sunshine Meadows
2025-09-24,Adset-3,URL-457,Instagram,7175,24987,2125,80,11,Sunshine Meadows
2025-09-24,Adset-9,URL-377,LinkedIn,11132,33061,1280,53,4,ASBL Spire
2025-09-24,Adset-3,URL-412,LinkedIn,7863,92289,1639,52,25,Sunshine Meadows
2025-09-24,Adset-10,URL-366,Instagram,6762,53228,1220,51,26,Skyline Towers
2025-09-24,Adset-7,URL-481,Instagram,7058,89781,1268,61,10,ASBL Spectra
2025-09-24,Adset-10,URL-246,Facebook,1401,39677,1235,98,7,ASBL Lakeside
2025-09-24,Adset-4,URL-366,Facebook,4114,98861,1546,96,5,ASBL Loft
2025-09-24,Adset-1,URL-437,YouTube,13785,96819,1439,89,22,Skyline Towers
2025-09-24,Adset-10,URL-164,Facebook,18028,50119,1135,20,11,ASBL Palm
2025-09-24,Adset-2,URL-116,Facebook,9784,77273,1496,26,11,ASBL Lakeside
2025-09-24,Adset-12,URL-412,Meta,6547,88938,2435,98,15,ASBL Spire
2025-09-24,Adset-1,URL-301,LinkedIn,3944,96267,1811,42,18,Skyline Towers
2025-09-24,Adset-2,URL-172,LinkedIn,4187,24029,1851,49,8,ASBL Spire
2025-09-24,Adset-1,URL-339,Facebook,14599,82369,2921,78,23,ASBL Loft
2025-09-24,Adset-10,URL-377,LinkedIn,17561,52903,2585,23,16,ASBL Spectra
2025-09-25,Adset-5,URL-339,WhatsApp,4656,17129,2601,88,29,Riverfront Homes
2025-09-25,Adset-5,URL-327,YouTube,2087,18235,1171,39,22,ASBL Spire
2025-09-25,Adset-7,URL-366,Instagram,4876,66288,2890,48,8,ASBL Spectra
2025-09-25,Adset-13,URL-481,Instagram,8851,84760,2717,29,10,GreenNest Residency
2025-09-25,Adset-7,URL-481,Google,3368,85550,2353,87,3,ASBL Spectra
2025-09-25,Adset-6,URL-412,Meta,10670,16567,1516,30,17,ASBL Spectra
2025-09-25,Adset-6,URL-246,LinkedIn,2011,29865,1547,58,0,Elite Enclave
2025-09-25,Adset-14,URL-377,Facebook,7842,14218,1150,49,7,ASBL Loft
2025-09-25,Adset-13,URL-377,Instagram,12788,30024,2891,82,15,Skyline Towers
2025-09-25,Adset-11,URL-356,Meta,10733,20031,2234,49,19,GreenNest Residency
2025-09-25,Adset-8,URL-327,Facebook,14347,17874,2274,57,27,ASBL Lakeside
2025-09-25,Adset-13,URL-339,YouTube,3903,86978,2441,19,29,Skyline Towers
2025-09-25,Adset-14,URL-246,LinkedIn,7818,82443,1432,69,12,GreenNest Residency
2025-09-25,Adset-3,URL-412,Google,16876,58268,1522,7,20,ASBL Spire
2025-09-25,Adset-4,URL-457,Instagram,7306,53653,2381,78,10,ASBL Spectra
2025-09-25,Adset-8,URL-412,YouTube,3750,40194,1025,32,5,ASBL Spectra
2025-09-25,Adset-11,URL-164,Facebook,17858,44472,2166,17,28,Riverfront Homes
2025-09-25,Adset-4,URL-457,Meta,17116,33577,2618,77,23,Riverfront Homes
2025-09-25,Adset-2,URL-366,Instagram,3907,32758,1587,49,12,Riverfront Homes
2025-09-25,Adset-13,URL-323,LinkedIn,17494,86993,1686,89,16,ASBL Loft
2025-09-25,Adset-13,URL-366,Instagram,6750,70008,2377,33,7,Riverfront Homes
2025-09-25,Adset-13,URL-172,YouTube,1274,99951,1879,83,7,Elite Enclave
2025-09-25,Adset-3,URL-378,LinkedIn,11188,32375,2972,69,18,ASBL Loft
2025-09-25,Adset-1,URL-412,Instagram,19332,94807,1779,82,26,Riverfront Homes
2025-09-25,Adset-6,URL-366,YouTube,15976,14569,2665,27,5,ASBL Spectra
2025-09-25,Adset-3,URL-172,Meta,14550,35043,1577,74,27,ASBL Palm
2025-09-25,Adset-9,URL-366,Instagram,12534,56428,1901,36,16,Riverfront Homes
2025-09-25,Adset-11,URL-378,YouTube,11247,87975,2578,51,19,Skyline Towers
2025-09-25,Adset-4,URL-412,LinkedIn,16524,89195,2154,33,11,Skyline Towers
2025-09-25,Adset-13,URL-377,YouTube,8005,59348,1514,11,16,Sunshine Meadows
2025-09-26,Adset-8,URL-481,WhatsApp,14896,96098,1180,62,15,Riverfront Homes
2025-09-26,Adset-11,URL-400,WhatsApp,1353,35712,2129,64,18,ASBL Spire
2025-09-26,Adset-6,URL-116,Facebook,2555,27617,2422,17,14,ASBL Spectra
2025-09-26,Adset-3,URL-432,Google,16799,52504,2942,75,25,ASBL Spectra
2025-09-26,Adset-1,URL-378,WhatsApp,1759,64838,2474,31,26,ASBL Loft
2025-09-26,Adset-13,URL-457,Facebook,5802,25845,1335,24,8,Elite Enclave
2025-09-26,Adset-3,URL-378,YouTube,7617,57976,1351,95,18,GreenNest Residency
2025-09-26,Adset-2,URL-301,LinkedIn,19698,86630,1759,95,10,Skyline Towers
2025-09-26,Adset-12,URL-424,LinkedIn,17189,75149,1575,6,14,Sunshine Meadows
2025-09-26,Adset-9,URL-116,WhatsApp,5623,93562,1427,45,3,ASBL Palm
2025-09-26,Adset-14,URL-366,Instagram,5518,54595,1101,17,20,ASBL Spire
2025-09-26,Adset-8,URL-437,Google,7829,7103,1849,5,24,ASBL Palm
2025-09-26,Adset-2,URL-412,Facebook,6907,89829,2164,61,20,Skyline Towers
2025-09-26,Adset-9,URL-424,YouTube,2449,13721,2196,62,3,ASBL Palm
2025-09-26,Adset-2,URL-339,Meta,4948,92818,2382,10,13,ASBL Spectra
2025-09-26,Adset-10,URL-172,Facebook,3469,46758,2885,64,18,ASBL Spire
2025-09-26,Adset-5,URL-323,WhatsApp,7140,67381,2679,80,15,ASBL Loft
2025-09-26,Adset-12,URL-432,Instagram,3825,50921,1090,59,6,Skyline Towers
2025-09-26,Adset-3,URL-164,Google,1109,46825,1294,61,5,ASBL Palm
2025-09-26,Adset-6,URL-339,Meta,19758,45873,2883,98,6,Riverfront Homes
2025-09-26,Adset-1,URL-246,WhatsApp,17612,89800,2729,22,16,ASBL Spire
2025-09-26,Adset-6,URL-339,Meta,12329,29015,1779,42,28,ASBL Lakeside
2025-09-26,Adset-12,URL-378,Meta,16713,52222,2357,91,23,Sunshine Meadows
2025-09-26,Adset-12,URL-378,LinkedIn,17665,65362,2300,80,2,Skyline Towers
2025-09-26,Adset-8,URL-377,WhatsApp,9501,97955,1159,26,13,Skyline Towers
2025-09-26,Adset-2,URL-323,Facebook,16869,37259,2820,71,14,Elite Enclave
2025-09-26,Adset-9,URL-377,Facebook,17234,49261,2619,78,15,ASBL Spectra
2025-09-26,Adset-3,URL-125,Facebook,3789,76478,2586,90,23,GreenNest Residency
2025-09-26,Adset-3,URL-377,Instagram,18665,9711,1292,30,13,ASBL Lakeside
2025-09-26,Adset-1,URL-437,Google,2894,80175,1961,71,28,ASBL Spectra
2025-09-26,Adset-14,URL-356,LinkedIn,12059,11543,1359,15,26,GreenNest Residency
2025-09-26,Adset-4,URL-246,WhatsApp,18934,55214,1648,52,10,ASBL Loft
2025-09-26,Adset-13,URL-164,YouTube,3988,8265,2709,99,20,Elite Enclave
2025-09-26,Adset-1,URL-246,Instagram,17210,45472,1872,92,8,ASBL Palm
2025-09-26,Adset-11,URL-164,Instagram,18835,66136,1619,88,6,ASBL Spectra
2025-09-26,Adset-11,URL-323,Facebook,5316,98323,1839,1,16,ASBL Spire
2025-09-26,Adset-14,URL-323,Meta,1658,5767,1144,14,28,ASBL Spectra
2025-09-26,Adset-5,URL-301,YouTube,16122,67197,1180,1,5,ASBL Loft
2025-09-26,Adset-9,URL-378,Meta,9987,93242,1441,13,18,GreenNest Residency
2025-09-26,Adset-7,URL-412,Facebook,3974,80023,1546,96,6,ASBL Spectra
2025-09-26,Adset-11,URL-356,Meta,6533,57153,1749,17,2,ASBL Spectra
2025-09-26,Adset-5,URL-481,LinkedIn,14078,53866,1668,61,9,ASBL Loft
2025-09-26,Adset-6,URL-323,YouTube,18256,74321,2748,2,26,ASBL Lakeside
2025-09-26,Adset-6,URL-246,Meta,8090,24597,1414,63,20,Skyline Towers
2025-09-26,Adset-2,URL-400,Instagram,13613,73272,1481,21,9,Sunshine Meadows
2025-09-27,Adset-2,URL-125,LinkedIn,19333,57627,1865,58,5,Sunshine Meadows
2025-09-27,Adset-1,URL-246,WhatsApp,18865,64188,1688,49,7,Skyline Towers
2025-09-27,Adset-14,URL-356,Meta,5000,94389,2278,33,20,ASBL Spire
2025-09-27,Adset-6,URL-432,Meta,9756,89902,2698,81,1,ASBL Lakeside
2025-09-27,Adset-11,URL-339,Instagram,13878,8883,2499,56,14,Riverfront Homes
2025-09-27,Adset-7,URL-377,Meta,13452,46588,2529,26,24,Skyline Towers
2025-09-27,Adset-10,URL-377,WhatsApp,18743,17347,2032,95,16,Riverfront Homes
2025-09-27,Adset-9,URL-164,WhatsApp,5025,8956,1107,42,18,ASBL Lakeside
2025-09-27,Adset-6,URL-481,Google,9916,25578,1561,8,11,Sunshine Meadows
2025-09-27,Adset-2,URL-437,Instagram,3724,38745,2605,29,21,ASBL Spire
2025-09-27,Adset-2,URL-412,YouTube,8454,39600,1377,91,15,Skyline Towers
2025-09-27,Adset-10,URL-356,Google,12228,66023,2983,20,11,ASBL Loft
2025-09-27,Adset-12,URL-323,Meta,16345,57274,2441,85,13,ASBL Loft
2025-09-27,Adset-4,URL-400,Instagram,7898,46481,1667,89,3,ASBL Loft
2025-09-27,Adset-8,URL-377,WhatsApp,13263,6655,1236,98,25,Riverfront Homes
2025-09-27,Adset-5,URL-424,Google,8448,51970,1576,26,18,ASBL Lakeside
2025-09-27,Adset-4,URL-327,Facebook,2700,46051,1259,91,1,Riverfront Homes
2025-09-27,Adset-14,URL-246,WhatsApp,9575,29922,1093,47,11,Riverfront Homes
2025-09-27,Adset-5,URL-301,Meta,1725,81326,2013,43,29,ASBL Loft
2025-09-27,Adset-10,URL-301,Instagram,7346,5098,1166,82,3,ASBL Spectra
2025-09-27,Adset-7,URL-377,YouTube,7326,17382,1975,65,8,ASBL Spectra
2025-09-27,Adset-4,URL-172,Instagram,17351,26562,1563,63,7,ASBL Lakeside
2025-09-27,Adset-10,URL-378,YouTube,8771,35602,2069,74,20,Elite Enclave
2025-09-27,Adset-3,URL-246,Google,18032,42972,2777,28,2,Elite Enclave
2025-09-27,Adset-8,URL-432,Meta,1665,37884,1329,11,22,Riverfront Homes
2025-09-27,Adset-13,URL-327,Instagram,4334,67871,1229,83,9,ASBL Spire
2025-09-27,Adset-7,URL-356,Google,14543,81091,2906,49,27,ASBL Palm
2025-09-27,Adset-4,URL-432,Instagram,10642,73509,1980,3,22,Elite Enclave
2025-09-27,Adset-2,URL-172,WhatsApp,1953,76265,2301,40,11,ASBL Spire
2025-09-27,Adset-6,URL-378,YouTube,18302,37829,1874,7,13,ASBL Spire
2025-09-27,Adset-10,URL-116,LinkedIn,18015,41674,1519,70,27,GreenNest Residency
2025-09-27,Adset-8,URL-323,WhatsApp,7324,8877,2470,48,26,Sunshine Meadows
2025-09-27,Adset-14,URL-432,Facebook,2543,91881,2282,26,15,ASBL Palm
2025-09-27,Adset-7,URL-246,Google,13101,5812,2022,44,20,ASBL Palm
2025-09-27,Adset-9,URL-164,WhatsApp,13811,79046,2357,3,22,Elite Enclave
2025-09-28,Adset-10,URL-301,Google,11031,28978,2398,54,29,Elite Enclave
2025-09-28,Adset-5,URL-339,Meta,8272,37365,2228,40,29,Sunshine Meadows
2025-09-28,Adset-10,URL-424,Meta,1893,20144,1861,88,1,Elite Enclave
2025-09-28,Adset-2,URL-246,LinkedIn,15298,88712,1946,82,29,Riverfront Homes
2025-09-28,Adset-3,URL-366,LinkedIn,14119,25005,2848,88,0,ASBL Lakeside
2025-09-28,Adset-13,URL-424,Facebook,7462,36396,2502,62,17,ASBL Palm
2025-09-28,Adset-2,URL-424,LinkedIn,1801,48101,2469,33,0,Elite Enclave
2025-09-28,Adset-13,URL-246,LinkedIn,13561,37266,2784,53,17,ASBL Lakeside
2025-09-28,Adset-10,URL-432,WhatsApp,15076,67733,2868,22,1,Skyline Towers
2025-09-28,Adset-8,URL-412,LinkedIn,12962,67034,1273,53,0,ASBL Lakeside
2025-09-28,Adset-7,URL-116,WhatsApp,13982,88725,1638,97,27,Riverfront Homes
2025-09-28,Adset-5,URL-424,Facebook,17609,50667,1719,19,14,GreenNest Residency
2025-09-28,Adset-12,URL-125,Meta,13384,28012,1925,92,28,Skyline Towers
2025-09-28,Adset-4,URL-366,LinkedIn,7149,24945,1708,23,28,ASBL Spectra
2025-09-28,Adset-5,URL-116,WhatsApp,7389,88222,2904,69,14,Skyline Towers
2025-09-28,Adset-7,URL-164,WhatsApp,13630,75942,1094,38,7,Elite Enclave
2025-09-28,Adset-12,URL-424,YouTube,5880,94302,2482,95,14,ASBL Spire
2025-09-28,Adset-11,URL-339,Google,2838,73623,1326,99,0,GreenNest Residency
2025-09-28,Adset-10,URL-301,LinkedIn,12864,40724,1317,13,22,ASBL Palm
2025-09-28,Adset-10,URL-424,Google,1771,31656,1384,76,9,Riverfront Homes
2025-09-28,Adset-2,URL-432,Facebook,11540,26879,1706,24,0,ASBL Spectra
2025-09-28,Adset-12,URL-432,LinkedIn,18170,87098,2779,41,17,ASBL Lakeside
2025-09-28,Adset-9,URL-437,YouTube,17806,31892,1476,73,20,Sunshine Meadows
2025-09-28,Adset-9,URL-327,Meta,18744,31657,1816,73,26,ASBL Spectra
2025-09-28,Adset-6,URL-172,Instagram,2953,9718,2366,8,28,ASBL Palm
2025-09-28,Adset-8,URL-400,Meta,7392,65159,1589,14,23,Sunshine Meadows
2025-09-28,Adset-7,URL-116,Facebook,1206,12918,2874,96,28,ASBL Palm
2025-09-28,Adset-14,URL-481,YouTube,11276,51642,1108,78,5,ASBL Lakeside
2025-09-28,Adset-14,URL-378,YouTube,12645,57251,1345,13,18,ASBL Palm
2025-09-28,Adset-11,URL-432,YouTube,12418,39560,2936,32,6,ASBL Palm
2025-09-29,Adset-9,URL-339,Instagram,12368,88396,2305,32,8,Skyline Towers
2025-09-29,Adset-1,URL-301,Instagram,3103,63007,2176,85,9,ASBL Loft
2025-09-29,Adset-6,URL-432,YouTube,17144,23986,1604,33,8,Sunshine Meadows
2025-09-29,Adset-4,URL-457,Facebook,6883,97178,2541,7,9,Skyline Towers
2025-09-29,Adset-3,URL-377,Instagram,6018,85936,2862,3,29,ASBL Loft
2025-09-29,Adset-12,URL-378,Instagram,7720,90556,2253,82,20,ASBL Loft
2025-09-29,Adset-7,URL-246,Facebook,1357,10344,1507,48,3,ASBL Loft
2025-09-29,Adset-7,URL-339,Google,19650,71797,2301,96,10,Riverfront Homes
2025-09-29,Adset-12,URL-432,Google,10264,65827,1518,48,9,Elite Enclave
2025-09-29,Adset-2,URL-481,Instagram,17919,49636,1196,87,13,ASBL Spire
2025-09-29,Adset-2,URL-424,Instagram,1441,49760,1707,24,18,ASBL Lakeside
2025-09-29,Adset-7,URL-366,Facebook,18215,34048,1022,39,10,GreenNest Residency
2025-09-29,Adset-4,URL-125,Instagram,1088,77206,1210,49,29,Skyline Towers
2025-09-29,Adset-11,URL-377,YouTube,17831,55772,1341,77,4,Elite Enclave
2025-09-29,Adset-13,URL-172,Meta,11889,97147,2388,31,27,ASBL Loft
2025-09-29,Adset-10,URL-164,WhatsApp,11525,41416,1056,28,8,ASBL Loft
2025-09-29,Adset-8,URL-400,WhatsApp,9145,72210,1203,31,2,ASBL Lakeside
2025-09-29,Adset-3,URL-432,YouTube,18131,73229,2019,27,1,Sunshine Meadows
2025-09-29,Adset-5,URL-457,Meta,13108,96007,2186,8,10,Elite Enclave
2025-09-29,Adset-9,URL-246,Google,2855,94504,1029,45,29,GreenNest Residency
2025-09-29,Adset-13,URL-432,Google,8097,48099,2604,50,5,ASBL Loft
2025-09-29,Adset-3,URL-481,Instagram,15261,17953,1357,95,9,GreenNest Residency
2025-09-29,Adset-8,URL-378,Google,14362,87945,1798,58,20,ASBL Loft
2025-09-29,Adset-4,URL-377,Facebook,16248,43677,2493,81,7,Skyline Towers
2025-09-29,Adset-3,URL-457,YouTube,4604,88951,2449,5,23,ASBL Spire
2025-09-29,Adset-1,URL-125,YouTube,14702,82573,1821,65,5,ASBL Loft
2025-09-29,Adset-5,URL-400,LinkedIn,11699,16602,1553,79,16,Elite Enclave
2025-09-29,Adset-3,URL-366,Google,1727,90531,1917,91,20,Skyline Towers
2025-09-29,Adset-5,URL-437,Google,2509,67018,1806,2,5,ASBL Lakeside
2025-09-29,Adset-9,URL-301,Meta,16946,6225,1595,57,2,ASBL Loft
2025-09-30,Adset-2,URL-481,YouTube,6090,73790,1493,73,17,GreenNest Residency
2025-09-30,Adset-12,URL-412,Meta,4239,95902,1044,34,5,Elite Enclave
2025-09-30,Adset-14,URL-172,WhatsApp,2418,89781,1070,56,8,ASBL Loft
2025-09-30,Adset-10,URL-378,Google,3827,33093,2885,10,25,Elite Enclave
2025-09-30,Adset-9,URL-116,Instagram,5260,20381,2040,37,2,ASBL Spire
2025-09-30,Adset-11,URL-432,Google,12808,56476,2060,37,7,Skyline Towers
2025-09-30,Adset-7,URL-172,WhatsApp,8313,31086,2942,47,14,ASBL Palm
2025-09-30,Adset-12,URL-164,Google,4203,52394,1952,6,18,Riverfront Homes
2025-09-30,Adset-6,URL-377,Google,13471,94745,2743,39,9,Skyline Towers
2025-09-30,Adset-1,URL-172,Facebook,5116,76197,1839,64,24,GreenNest Residency
2025-09-30,Adset-7,URL-457,WhatsApp,13818,14087,2037,52,13,ASBL Spire
2025-09-30,Adset-13,URL-481,Instagram,1538,32868,1491,28,18,ASBL Lakeside
2025-09-30,Adset-1,URL-457,LinkedIn,13655,46837,2362,46,28,Riverfront Homes
2025-09-30,Adset-13,URL-457,Google,14872,66086,2741,89,7,Skyline Towers
2025-09-30,Adset-3,URL-116,Google,1326,50719,1394,78,12,Sunshine Meadows
2025-09-30,Adset-6,URL-377,Meta,16797,87630,2325,45,5,Sunshine Meadows
2025-09-30,Adset-6,URL-327,Facebook,6733,50983,1292,17,22,Riverfront Homes
2025-09-30,Adset-1,URL-339,Instagram,8551,13548,1388,65,0,ASBL Palm
2025-09-30,Adset-13,URL-339,WhatsApp,12094,62601,1737,44,0,Riverfront Homes
2025-09-30,Adset-8,URL-481,Meta,1465,42014,2011,57,24,ASBL Palm
2025-09-30,Adset-11,URL-301,WhatsApp,15069,27364,1882,27,15,GreenNest Residency
2025-09-30,Adset-2,URL-377,Meta,3476,64373,2770,18,11,ASBL Spire
2025-09-30,Adset-9,URL-172,LinkedIn,9378,98243,2876,35,6,Skyline Towers
2025-09-30,Adset-14,URL-412,WhatsApp,3693,6865,2576,56,13,GreenNest Residency
2025-09-30,Adset-7,URL-323,LinkedIn,13320,20447,1560,52,6,Riverfront Homes
2025-09-30,Adset-1,URL-432,Facebook,5424,93963,2247,66,13,Skyline Towers
2025-09-30,Adset-5,URL-116,LinkedIn,10996,48896,1378,23,26,ASBL Spectra
2025-09-30,Adset-3,URL-125,Google,9790,31909,2099,49,15,Riverfront Homes
2025-09-30,Adset-10,URL-356,YouTube,12643,9081,1219,14,17,GreenNest Residency
2025-09-30,Adset-11,URL-323,Google,5947,26234,2504,90,25,Sunshine Meadows
2025-09-30,Adset-6,URL-366,Google,13529,25747,1365,31,18,ASBL Spectra
2025-09-30,Adset-7,URL-323,Google,7215,53088,2130,51,8,ASBL Spectra
2025-09-30,Adset-9,URL-400,Facebook,1695,99787,2549,71,18,ASBL Lakeside
2025-09-30,Adset-12,URL-377,Google,2323,32882,1155,45,3,Elite Enclave
2025-09-30,Adset-1,URL-400,Instagram,8113,62520,2856,88,25,Sunshine Meadows
2025-09-30,Adset-11,URL-366,LinkedIn,16848,74476,2613,85,26,Sunshine Meadows
2025-09-30,Adset-1,URL-457,WhatsApp,16472,11183,1104,71,17,ASBL Loft
2025-09-30,Adset-1,URL-378,Instagram,14545,34358,2947,59,2,Elite Enclave
2025-10-01,Adset-6,URL-116,LinkedIn,18340,80232,1589,49,24,ASBL Lakeside
2025-10-01,Adset-12,URL-412,Meta,3724,14667,2685,72,14,GreenNest Residency
2025-10-01,Adset-3,URL-246,YouTube,16621,90911,1488,87,10,Sunshine Meadows
2025-10-01,Adset-11,URL-301,Meta,6123,68251,2356,63,14,Skyline Towers
2025-10-01,Adset-12,URL-377,Instagram,8306,52947,1853,22,20,ASBL Spire
2025-10-01,Adset-11,URL-164,YouTube,14881,84889,1975,98,12,ASBL Palm
2025-10-01,Adset-11,URL-164,Instagram,6834,69116,2303,50,29,Elite Enclave
2025-10-01,Adset-7,URL-412,WhatsApp,9939,27121,2478,67,28,GreenNest Residency
2025-10-01,Adset-11,URL-125,LinkedIn,16631,89969,1494,88,24,ASBL Spectra
2025-10-01,Adset-13,URL-424,Instagram,5896,85621,1899,7,3,Riverfront Homes
2025-10-01,Adset-6,URL-164,Google,15451,25780,2132,54,17,Elite Enclave
2025-10-01,Adset-5,URL-301,WhatsApp,1289,16289,2687,67,5,Elite Enclave
2025-10-01,Adset-10,URL-172,Instagram,13766,52643,1196,50,10,ASBL Lakeside
2025-10-01,Adset-10,URL-457,YouTube,10931,52615,1050,50,16,ASBL Lakeside
2025-10-01,Adset-1,URL-125,Instagram,14790,25690,2540,91,9,Riverfront Homes
2025-10-01,Adset-9,URL-424,Instagram,15799,32966,1894,11,12,ASBL Spire
2025-10-01,Adset-1,URL-378,YouTube,16483,25726,1145,32,9,Elite Enclave
2025-10-01,Adset-11,URL-377,Facebook,17264,39737,2629,49,27,ASBL Lakeside
2025-10-01,Adset-14,URL-356,Facebook,2456,7880,2391,31,13,GreenNest Residency
2025-10-01,Adset-1,URL-457,LinkedIn,12845,7779,2699,31,21,ASBL Spire
2025-10-01,Adset-8,URL-301,LinkedIn,14152,94177,2122,59,12,Sunshine Meadows
2025-10-01,Adset-12,URL-301,WhatsApp,15440,53671,2437,98,6,ASBL Spectra
2025-10-01,Adset-5,URL-339,Facebook,17069,36999,2081,45,9,ASBL Loft
2025-10-01,Adset-3,URL-366,YouTube,4027,21266,2851,13,21,ASBL Spectra
2025-10-01,Adset-6,URL-301,LinkedIn,7884,30711,2139,92,4,Sunshine Meadows
2025-10-01,Adset-4,URL-164,Facebook,16451,11785,2998,93,24,ASBL Loft
2025-10-01,Adset-9,URL-339,Facebook,3166,60638,2013,99,24,ASBL Spire
2025-10-01,Adset-4,URL-412,WhatsApp,15173,89385,1265,44,7,ASBL Palm
2025-10-01,Adset-4,URL-301,Google,14844,22599,2414,36,8,Sunshine Meadows
2025-10-01,Adset-7,URL-366,Instagram,3438,76803,2307,97,10,ASBL Palm
2025-10-01,Adset-14,URL-356,Instagram,11281,7425,1800,34,3,Skyline Towers
2025-10-01,Adset-3,URL-125,YouTube,3935,58042,1518,10,8,Skyline Towers
2025-10-01,Adset-10,URL-378,LinkedIn,4927,62908,2626,97,19,ASBL Spire
2025-10-01,Adset-10,URL-481,Instagram,9480,88594,2594,60,1,ASBL Loft
2025-10-01,Adset-14,URL-400,Meta,19571,79138,2932,47,24,Elite Enclave
2025-10-01,Adset-7,URL-164,WhatsApp,7078,35456,2195,96,2,GreenNest Residency
2025-10-02,Adset-3,URL-366,Meta,5701,84434,1467,51,10,ASBL Spectra
2025-10-02,Adset-10,URL-125,WhatsApp,11471,16771,1454,44,1,ASBL Spire
2025-10-02,Adset-14,URL-301,LinkedIn,18436,57821,2892,32,21,ASBL Spire
2025-10-02,Adset-5,URL-339,WhatsApp,14528,67535,2799,88,23,Sunshine Meadows
2025-10-02,Adset-7,URL-327,WhatsApp,3497,50825,1305,76,21,ASBL Lakeside
2025-10-02,Adset-3,URL-481,Instagram,11414,71558,1365,21,23,ASBL Loft
2025-10-02,Adset-14,URL-323,Google,17977,9158,2005,82,11,Elite Enclave
2025-10-02,Adset-14,URL-116,Facebook,14458,65400,1329,66,4,Elite Enclave
2025-10-02,Adset-9,URL-424,WhatsApp,15355,23981,2470,92,29,GreenNest Residency
2025-10-02,Adset-1,URL-125,Meta,9687,20142,2713,18,15,ASBL Lakeside
2025-10-02,Adset-10,URL-172,Instagram,4965,99719,2469,64,0,ASBL Lakeside
2025-10-02,Adset-5,URL-339,WhatsApp,7963,96295,1241,80,6,ASBL Lakeside
2025-10-02,Adset-3,URL-432,LinkedIn,13612,5002,2469,38,22,ASBL Palm
2025-10-02,Adset-9,URL-437,LinkedIn,8981,58178,2083,99,14,ASBL Loft
2025-10-02,Adset-5,URL-356,LinkedIn,2707,88468,2865,60,4,Elite Enclave
2025-10-02,Adset-2,URL-301,Facebook,12248,50242,2385,35,15,Elite Enclave
2025-10-02,Adset-4,URL-327,Facebook,16804,67849,2087,59,28,ASBL Lakeside
2025-10-02,Adset-10,URL-481,Facebook,15516,49277,1500,7,0,ASBL Palm
2025-10-02,Adset-9,URL-301,YouTube,10551,90594,1965,68,17,ASBL Spectra
2025-10-02,Adset-2,URL-125,YouTube,12940,60614,1258,18,17,Sunshine Meadows
2025-10-02,Adset-8,URL-432,Meta,9938,7184,2200,25,24,ASBL Palm
2025-10-02,Adset-12,URL-327,YouTube,18881,41935,1537,96,6,Sunshine Meadows
2025-10-02,Adset-5,URL-323,WhatsApp,19754,24873,2876,73,14,Elite Enclave
2025-10-02,Adset-5,URL-323,LinkedIn,2043,32302,1736,82,9,ASBL Palm
2025-10-02,Adset-4,URL-164,WhatsApp,16286,27472,1113,21,25,ASBL Lakeside
2025-10-02,Adset-2,URL-424,Google,14504,39900,2531,54,27,Skyline Towers
2025-10-02,Adset-1,URL-339,YouTube,5585,52496,1713,51,17,ASBL Lakeside
2025-10-02,Adset-7,URL-339,Meta,10428,31862,2837,79,25,ASBL Spectra
2025-10-02,Adset-12,URL-400,Instagram,10320,73228,1444,30,15,ASBL Spire
2025-10-02,Adset-11,URL-378,Meta,15637,24865,2271,90,29,ASBL Lakeside
2025-10-02,Adset-5,URL-377,YouTube,18515,79991,2992,14,10,Riverfront Homes
2025-10-02,Adset-4,URL-366,Facebook,8129,48061,2029,2,22,ASBL Spire
2025-10-02,Adset-6,URL-246,Meta,4149,53302,1053,83,10,Skyline Towers
2025-10-02,Adset-3,URL-246,YouTube,1762,5299,2276,31,9,ASBL Spectra
2025-10-02,Adset-2,URL-339,YouTube,13658,82614,2319,71,9,Riverfront Homes
2025-10-02,Adset-10,URL-125,YouTube,2798,77976,1044,46,13,GreenNest Residency
2025-10-02,Adset-2,URL-327,Instagram,5875,17747,1921,43,15,Riverfront Homes
2025-10-02,Adset-1,URL-246,Instagram,2332,73645,1209,60,5,ASBL Loft
2025-10-03,Adset-10,URL-437,Meta,18233,52725,2545,48,9,GreenNest Residency
2025-10-03,Adset-4,URL-378,Facebook,1027,62934,1163,50,0,GreenNest Residency
2025-10-03,Adset-11,URL-172,Facebook,12515,11255,1722,93,29,GreenNest Residency
2025-10-03,Adset-12,URL-116,YouTube,1895,92942,1872,88,18,ASBL Spire
2025-10-03,Adset-10,URL-164,WhatsApp,6453,53030,2272,47,16,ASBL Spire
2025-10-03,Adset-7,URL-412,Facebook,8375,96247,1565,46,19,Elite Enclave
2025-10-03,Adset-4,URL-457,WhatsApp,6025,64531,2926,10,11,Elite Enclave
2025-10-03,Adset-2,URL-366,Meta,17454,50253,2731,51,14,ASBL Spectra
2025-10-03,Adset-11,URL-457,LinkedIn,7382,77140,1235,11,13,ASBL Palm
